Gene Name,Chromosome,Start,End
gene:Rv1240,Chromosome,1383213,1384202
gene:Rv1241,Chromosome,1384278,1384538
gene:Rv1242,Chromosome,1384535,1384966
gene:Rv1243c,Chromosome,1384989,1386677
gene:Rv1244,Chromosome,1386857,1387717
gene:Rv1245c,Chromosome,1387798,1388628
gene:Rv1246c,Chromosome,1388685,1388978
gene:Rv1247c,Chromosome,1388975,1389244
gene:Rv1248c,Chromosome,1389357,1393052
gene:Rv1249c,Chromosome,1393194,1393982
gene:Rv1250,Chromosome,1394179,1395918
gene:Rv1251c,Chromosome,1395821,1399240
gene:Rv1252c,Chromosome,1399296,1399904
gene:Rv1253,Chromosome,1399970,1401661
gene:Rv1254,Chromosome,1401658,1402809
gene:Rv1255c,Chromosome,1402778,1403386
gene:Rv1256c,Chromosome,1403386,1404603
gene:Rv1257c,Chromosome,1404717,1406084
gene:Rv1258c,Chromosome,1406081,1407340
gene:Rv1259,Chromosome,1407339,1408238
gene:Rv1260,Chromosome,1408240,1409358
gene:Rv1261c,Chromosome,1409484,1409933
gene:Rv1262c,Chromosome,1409938,1410372
gene:Rv1263,Chromosome,1410431,1411819
gene:Rv1264,Chromosome,1411894,1413087
gene:Rv1265,Chromosome,1413260,1413940
gene:Rv1266c,Chromosome,1413960,1415840
gene:Rv1267c,Chromosome,1416181,1417347
gene:Rv1268c,Chromosome,1417658,1418356
gene:Rv1269c,Chromosome,1418579,1418953
gene:Rv1270c,Chromosome,1419014,1419748
gene:Rv1271c,Chromosome,1419961,1420302
gene:Rv1272c,Chromosome,1420410,1422305
gene:Rv1273c,Chromosome,1422302,1424050
gene:Rv1274,Chromosome,1424197,1424754
gene:Rv1275,Chromosome,1424751,1425293
gene:Rv1276c,Chromosome,1425438,1425914
gene:Rv1277,Chromosome,1426164,1427417
gene:Rv1278,Chromosome,1427414,1430041
gene:Rv1279,Chromosome,1430062,1431648
gene:Rv1280c,Chromosome,1431665,1433440
gene:Rv1281c,Chromosome,1433433,1435271
gene:Rv1282c,Chromosome,1435268,1436143
gene:Rv1283c,Chromosome,1436140,1437117
gene:Rv1284,Chromosome,1437324,1437815
gene:Rv1285,Chromosome,1437909,1438907
gene:Rv1286,Chromosome,1438907,1440751
gene:Rv1287,Chromosome,1440805,1441290
gene:Rv1288,Chromosome,1441348,1442718
gene:Rv1289,Chromosome,1442767,1443399
gene:Rv1290c,Chromosome,1443482,1445047
gene:Rv1290A,Chromosome,1445058,1445372
gene:Rv1291c,Chromosome,1445499,1445834
gene:Rv1292,Chromosome,1446379,1448031
gene:Rv1293,Chromosome,1448028,1449371
gene:Rv1294,Chromosome,1449375,1450700
gene:Rv1295,Chromosome,1450697,1451779
gene:Rv1296,Chromosome,1451997,1452947
gene:Rv1297,Chromosome,1453204,1455012
gene:Rv1298,Chromosome,1455163,1455405
gene:Rv1299,Chromosome,1455495,1456568
gene:Rv1300,Chromosome,1456565,1457542
gene:Rv1301,Chromosome,1457558,1458211
gene:Rv1302,Chromosome,1458295,1459509
gene:Rv1303,Chromosome,1459766,1460251
gene:Rv1304,Chromosome,1460244,1460996
gene:Rv1305,Chromosome,1461045,1461290
gene:Rv1306,Chromosome,1461321,1461836
gene:Rv1307,Chromosome,1461843,1463183
gene:Rv1308,Chromosome,1463228,1464877
gene:Rv1309,Chromosome,1464884,1465801
gene:Rv1310,Chromosome,1465841,1467301
gene:Rv1311,Chromosome,1467315,1467680
gene:Rv1312,Chromosome,1467688,1468131
gene:Rv1313c,Chromosome,1468171,1469505
gene:Rv1314c,Chromosome,1469671,1470252
gene:Rv1315,Chromosome,1470321,1471577
gene:Rv1316c,Chromosome,1477134,1477631
gene:Rv1317c,Chromosome,1477628,1479118
gene:Rv1318c,Chromosome,1479199,1480824
gene:Rv1319c,Chromosome,1480894,1482501
gene:Rv1320c,Chromosome,1482514,1484217
gene:Rv1321,Chromosome,1484279,1484959
gene:Rv1322,Chromosome,1484982,1485278
gene:Rv1322A,Chromosome,1485313,1485771
gene:Rv1323,Chromosome,1485862,1487031
gene:Rv1324,Chromosome,1487161,1488075
gene:Rv1325c,Chromosome,1488154,1489965
gene:Rv1326c,Chromosome,1490117,1492312
gene:Rv1327c,Chromosome,1492320,1494425
gene:Rv1328,Chromosome,1494564,1497155
gene:Rv1329c,Chromosome,1497195,1499189
gene:Rv1330c,Chromosome,1499213,1500559
gene:Rv1331,Chromosome,1500661,1500966
gene:Rv1332,Chromosome,1500926,1501582
gene:Rv1333,Chromosome,1501599,1502633
gene:Rv1334,Chromosome,1502641,1503081
gene:Rv1335,Chromosome,1503103,1503384
gene:Rv1336,Chromosome,1503394,1504365
gene:Rv1337,Chromosome,1504356,1505078
gene:Rv1338,Chromosome,1505075,1505890
gene:Rv1339,Chromosome,1505917,1506738
gene:Rv1340,Chromosome,1506755,1507534
gene:Rv1341,Chromosome,1507573,1508187
gene:Rv1342c,Chromosome,1508184,1508546
gene:Rv1343c,Chromosome,1508543,1508923
gene:Rv1344,Chromosome,1508968,1509288
gene:Rv1345,Chromosome,1509281,1510846
gene:Rv1346,Chromosome,1510846,1512006
gene:Rv1347c,Chromosome,1511973,1512605
gene:Rv1348,Chromosome,1513047,1515626
gene:Rv1349,Chromosome,1515623,1517362
gene:Rv1350,Chromosome,1517491,1518234
gene:Rv1351,Chromosome,1518231,1518560
gene:Rv1352,Chromosome,1518763,1519134
gene:Rv1353c,Chromosome,1519200,1519985
gene:Rv1354c,Chromosome,1520005,1521876
gene:Rv1355c,Chromosome,1521885,1524032
gene:Rv1356c,Chromosome,1524029,1524820
gene:Rv1357c,Chromosome,1525293,1526216
gene:Rv1358,Chromosome,1526612,1530091
gene:Rv1359,Chromosome,1530173,1530925
gene:Rv1360,Chromosome,1531348,1532370
gene:Rv1361c,Chromosome,1532443,1533633
gene:Rv1362c,Chromosome,1533948,1534610
gene:Rv1363c,Chromosome,1534607,1535392
gene:Rv1364c,Chromosome,1535683,1537644
gene:Rv1365c,Chromosome,1537783,1538169
gene:Rv1366,Chromosome,1538390,1539211
gene:Rv1366A,Chromosome,1539180,1539440
gene:Rv1367c,Chromosome,1539512,1540645
gene:Rv1368,Chromosome,1541020,1541805
gene:Rv1369c,Chromosome,1541994,1542980
gene:Rv1370c,Chromosome,1542929,1543255
gene:Rv1371,Chromosome,1543359,1544828
gene:Rv1372,Chromosome,1544825,1546006
gene:Rv1373,Chromosome,1546012,1546992
gene:Rv1374c,Chromosome,1547072,1547530
gene:Rv1375,Chromosome,1547832,1549151
gene:Rv1376,Chromosome,1549148,1550641
gene:Rv1377c,Chromosome,1550579,1551217
gene:Rv1378c,Chromosome,1551228,1552655
gene:Rv1379,Chromosome,1552654,1553235
gene:Rv1380,Chromosome,1553232,1554191
gene:Rv1381,Chromosome,1554188,1555480
gene:Rv1382,Chromosome,1555477,1555974
gene:Rv1383,Chromosome,1555971,1557101
gene:Rv1384,Chromosome,1557101,1560448
gene:Rv1385,Chromosome,1560445,1561269
gene:Rv1386,Chromosome,1561464,1561772
gene:Rv1387,Chromosome,1561769,1563388
gene:Rv1388,Chromosome,1563694,1564266
gene:Rv1389,Chromosome,1564401,1565027
gene:Rv1390,Chromosome,1565093,1565425
gene:Rv1391,Chromosome,1565441,1566697
gene:Rv1392,Chromosome,1566825,1568036
gene:Rv1393c,Chromosome,1568109,1569587
gene:Rv1394c,Chromosome,1569584,1570969
gene:Rv1395,Chromosome,1571047,1572081
gene:Rv1396c,Chromosome,1572127,1573857
gene:Rv1397c,Chromosome,1574112,1574513
gene:Rv1398c,Chromosome,1574510,1574767
gene:Rv1399c,Chromosome,1574850,1575809
gene:Rv1400c,Chromosome,1575834,1576796
gene:Rv1401,Chromosome,1576930,1577532
gene:Rv1402,Chromosome,1577613,1579580
gene:Rv1403c,Chromosome,1579598,1580422
gene:Rv1404,Chromosome,1580591,1581073
gene:Rv1405c,Chromosome,1581145,1581969
gene:Rv1406,Chromosome,1582166,1583104
gene:Rv1407,Chromosome,1583101,1584474
gene:Rv1408,Chromosome,1584499,1585197
gene:Rv1409,Chromosome,1585194,1586213
gene:Rv1410c,Chromosome,1586210,1587766
gene:Rv1411c,Chromosome,1587772,1588482
gene:Rv1412,Chromosome,1588567,1589172
gene:Rv1413,Chromosome,1589386,1589901
gene:Rv1414,Chromosome,1589891,1590292
gene:Rv1415,Chromosome,1590397,1591674
gene:Rv1416,Chromosome,1591671,1592153
gene:Rv1417,Chromosome,1592150,1592614
gene:Rv1418,Chromosome,1592639,1593325
gene:Rv1419,Chromosome,1593505,1593978
gene:Rv1420,Chromosome,1594042,1595982
gene:Rv1421,Chromosome,1595979,1596884
gene:Rv1422,Chromosome,1596881,1597909
gene:Rv1423,Chromosome,1597906,1598883
gene:Rv1424c,Chromosome,1598893,1599654
gene:Rv1425,Chromosome,1599658,1601037
gene:Rv1426c,Chromosome,1601059,1602321
gene:Rv1427c,Chromosome,1602321,1603928
gene:Rv1428c,Chromosome,1603932,1604759
gene:Rv1429,Chromosome,1604878,1606146
gene:Rv1430,Chromosome,1606386,1607972
gene:Rv1431,Chromosome,1608083,1609852
gene:Rv1432,Chromosome,1609849,1611270
gene:Rv1433,Chromosome,1611434,1612249
gene:Rv1434,Chromosome,1612256,1612393
gene:Rv1435c,Chromosome,1612342,1612950
gene:Rv1436,Chromosome,1613307,1614326
gene:Rv1437,Chromosome,1614329,1615567
gene:Rv1438,Chromosome,1615564,1616349
gene:Rv1439c,Chromosome,1616961,1617386
gene:Rv1440,Chromosome,1617837,1618070
gene:Rv1441c,Chromosome,1618209,1619684
gene:Rv1442,Chromosome,1619791,1622091
gene:Rv1443c,Chromosome,1622207,1622692
gene:Rv1444c,Chromosome,1623287,1623697
gene:Rv1445c,Chromosome,1623714,1624457
gene:Rv1446c,Chromosome,1624454,1625365
gene:Rv1447c,Chromosome,1625418,1626962
gene:Rv1448c,Chromosome,1626959,1628080
gene:Rv1449c,Chromosome,1628097,1630199
gene:Rv1450c,Chromosome,1630638,1634627
gene:Rv1451,Chromosome,1635029,1635955
gene:Rv1452c,Chromosome,1636004,1638229
gene:Rv1453,Chromosome,1638381,1639646
gene:Rv1454c,Chromosome,1639674,1640660
gene:Rv1455,Chromosome,1640680,1641543
gene:Rv1456c,Chromosome,1641493,1642425
gene:Rv1457c,Chromosome,1642537,1643322
gene:Rv1458c,Chromosome,1643319,1644260
gene:Rv1459c,Chromosome,1644363,1646138
gene:Rv1460,Chromosome,1646186,1646992
gene:Rv1461,Chromosome,1646989,1649529
gene:Rv1462,Chromosome,1649526,1650719
gene:Rv1463,Chromosome,1650716,1651516
gene:Rv1464,Chromosome,1651518,1652771
gene:Rv1465,Chromosome,1652768,1653256
gene:Rv1466,Chromosome,1653231,1653578
gene:Rv1467c,Chromosome,1653673,1655502
gene:Rv1468c,Chromosome,1655609,1656721
gene:Rv1469,Chromosome,1656963,1658936
gene:Rv1470,Chromosome,1658980,1659354
gene:Rv1471,Chromosome,1659370,1659741
gene:Rv1472,Chromosome,1659763,1660620
gene:Rv1473,Chromosome,1660656,1662284
gene:Rv1473A,Chromosome,1662381,1662572
gene:Rv1474c,Chromosome,1662641,1663204
gene:Rv1475c,Chromosome,1663215,1666046
gene:Rv1476,Chromosome,1666204,1666764
gene:Rv1477,Chromosome,1666990,1668408
gene:Rv1478,Chromosome,1668419,1669144
gene:Rv1479,Chromosome,1669283,1670416
gene:Rv1480,Chromosome,1670413,1671366
gene:Rv1481,Chromosome,1671377,1672384
gene:Rv1482c,Chromosome,1672457,1673299
gene:Rv1483,Chromosome,1673440,1674183
gene:Rv1484,Chromosome,1674202,1675011
gene:Rv1485,Chromosome,1675017,1676051
gene:Rv1486c,Chromosome,1676017,1676883
gene:Rv1487,Chromosome,1676941,1677375
gene:Rv1488,Chromosome,1677397,1678542
gene:Rv1489,Chromosome,1678552,1678908
gene:Rv1489A,Chromosome,1678942,1679172
gene:Rv1490,Chromosome,1679322,1680629
gene:Rv1491c,Chromosome,1681208,1681966
gene:Rv1492,Chromosome,1682157,1684004
gene:Rv1493,Chromosome,1684005,1686257
gene:Rv1494,Chromosome,1686271,1686573
gene:Rv1495,Chromosome,1686570,1686887
gene:Rv1496,Chromosome,1686884,1687888
gene:Rv1497,Chromosome,1687941,1689230
gene:Rv1498c,Chromosome,1689303,1689920
gene:Rv1498A,Chromosome,1690134,1690346
gene:Rv1499,Chromosome,1690407,1690805
gene:Rv1500,Chromosome,1690850,1691878
gene:Rv1501,Chromosome,1691890,1692711
gene:Rv1502,Chromosome,1692924,1693823
gene:Rv1503c,Chromosome,1693996,1694544
gene:Rv1504c,Chromosome,1694545,1695144
gene:Rv1505c,Chromosome,1695281,1695946
gene:Rv1506c,Chromosome,1695943,1696443
gene:Rv1507c,Chromosome,1696727,1697422
gene:Rv1507A,Chromosome,1697356,1697859
gene:Rv1508c,Chromosome,1698095,1699894
gene:Rv1508A,Chromosome,1699866,1700228
gene:Rv1509,Chromosome,1700212,1701093
gene:Rv1510,Chromosome,1701295,1702593
gene:Rv1511,Chromosome,1703074,1704096
gene:Rv1512,Chromosome,1704093,1705061
gene:Rv1513,Chromosome,1705058,1705789
gene:Rv1514c,Chromosome,1705807,1706595
gene:Rv1515c,Chromosome,1706630,1707526
gene:Rv1516c,Chromosome,1707529,1708539
gene:Rv1517,Chromosome,1708871,1709635
gene:Rv1518,Chromosome,1709644,1710603
gene:Rv1519,Chromosome,1710733,1711002
gene:Rv1520,Chromosome,1711028,1712068
gene:Rv1521,Chromosome,1712302,1714053
gene:Rv1522c,Chromosome,1714172,1717612
gene:Rv1523,Chromosome,1717653,1718696
gene:Rv1524,Chromosome,1718726,1719970
gene:Rv1525,Chromosome,1720017,1720802
gene:Rv1526c,Chromosome,1720780,1722060
gene:Rv1527c,Chromosome,1722083,1728409
gene:Rv1528c,Chromosome,1728953,1729450
gene:Rv1529,Chromosome,1729502,1731256
gene:Rv1530,Chromosome,1731373,1732476
gene:Rv1531,Chromosome,1732473,1733039
gene:Rv1532c,Chromosome,1733116,1733550
gene:Rv1533,Chromosome,1733610,1734737
gene:Rv1534,Chromosome,1734734,1735411
gene:Rv1535,Chromosome,1735976,1736212
gene:Rv1536,Chromosome,1736519,1739644
gene:Rv1537,Chromosome,1739856,1741247
gene:Rv1538c,Chromosome,1741212,1742192
gene:Rv1539,Chromosome,1742244,1742852
gene:Rv1540,Chromosome,1742845,1743771
gene:Rv1541c,Chromosome,1743778,1744371
gene:Rv1542c,Chromosome,1744426,1744836
gene:Rv1543,Chromosome,1745064,1746089
gene:Rv1544,Chromosome,1746094,1746897
gene:Rv1545,Chromosome,1746919,1747146
gene:Rv1546,Chromosome,1747195,1747626
gene:Rv1547,Chromosome,1747694,1751248
gene:Rv1548c,Chromosome,1751297,1753333
gene:Rv1549,Chromosome,1753510,1754037
gene:Rv1550,Chromosome,1753716,1755431
gene:Rv1551,Chromosome,1755445,1757310
gene:Rv1552,Chromosome,1757681,1759432
gene:Rv1553,Chromosome,1759435,1760178
gene:Rv1554,Chromosome,1760175,1760555
gene:Rv1555,Chromosome,1760552,1760929
gene:Rv1556,Chromosome,1760997,1761605
gene:Rv1557,Chromosome,1761744,1762937
gene:Rv1558,Chromosome,1762947,1763393
gene:Rv1559,Chromosome,1763428,1764717
gene:Rv1560,Chromosome,1764755,1764973
gene:Rv1561,Chromosome,1764979,1765383
gene:Rv1562c,Chromosome,1765400,1767142
gene:Rv1563c,Chromosome,1767135,1769432
gene:Rv1564c,Chromosome,1769436,1771601
gene:Rv1565c,Chromosome,1771640,1773829
gene:Rv1566c,Chromosome,1773928,1774620
gene:Rv1567c,Chromosome,1774860,1775144
gene:Rv1568,Chromosome,1775392,1776705
gene:Rv1569,Chromosome,1776702,1777862
gene:Rv1570,Chromosome,1777859,1778539
gene:Rv1571,Chromosome,1778539,1779048
gene:Rv1572c,Chromosome,1779194,1779298
gene:Rv1573,Chromosome,1779314,1779724
gene:Rv1574,Chromosome,1779930,1780241
gene:Rv1575,Chromosome,1780199,1780699
gene:Rv1576c,Chromosome,1780643,1782064
gene:Rv1577c,Chromosome,1782072,1782584
gene:Rv1578c,Chromosome,1782758,1783228
gene:Rv1579c,Chromosome,1783309,1783623
gene:Rv1580c,Chromosome,1783620,1783892
gene:Rv1581c,Chromosome,1783906,1784301
gene:Rv1582c,Chromosome,1784497,1785912
gene:Rv1583c,Chromosome,1785912,1786310
gene:Rv1584c,Chromosome,1786307,1786528
gene:Rv1585c,Chromosome,1786584,1787099
gene:Rv1586c,Chromosome,1787096,1788505
gene:Rv1587c,Chromosome,1788162,1789163
gene:Rv1588c,Chromosome,1789168,1789836
gene:Rv1589,Chromosome,1790284,1791333
gene:Rv1590,Chromosome,1791334,1791573
gene:Rv1591,Chromosome,1791570,1792235
gene:Rv1592c,Chromosome,1792400,1793740
gene:Rv1593c,Chromosome,1793997,1794707
gene:Rv1594,Chromosome,1794756,1795805
gene:Rv1595,Chromosome,1795805,1797388
gene:Rv1596,Chromosome,1797388,1798245
gene:Rv1597,Chromosome,1798294,1799052
gene:Rv1598c,Chromosome,1799073,1799483
gene:Rv1599,Chromosome,1799583,1800899
gene:Rv1600,Chromosome,1800896,1802038
gene:Rv1601,Chromosome,1802035,1802667
gene:Rv1602,Chromosome,1802664,1803284
gene:Rv1603,Chromosome,1803294,1804031
gene:Rv1604,Chromosome,1804039,1804851
gene:Rv1605,Chromosome,1804853,1805656
gene:Rv1606,Chromosome,1805653,1806000
gene:Rv1607,Chromosome,1806181,1807263
gene:Rv1608c,Chromosome,1807298,1807762
gene:Rv1609,Chromosome,1807903,1809453
gene:Rv1610,Chromosome,1809443,1810150
gene:Rv1611,Chromosome,1810240,1811058
gene:Rv1612,Chromosome,1811127,1812359
gene:Rv1613,Chromosome,1812359,1813171
gene:Rv1614,Chromosome,1813171,1814577
gene:Rv1615,Chromosome,1815253,1815693
gene:Rv1616,Chromosome,1815683,1816081
gene:Rv1617,Chromosome,1816189,1817607
gene:Rv1618,Chromosome,1817615,1818517
gene:Rv1619,Chromosome,1818575,1820029
gene:Rv1620c,Chromosome,1819963,1821693
gene:Rv1621c,Chromosome,1821690,1823273
gene:Rv1622c,Chromosome,1823360,1824400
gene:Rv1623c,Chromosome,1824430,1825887
gene:Rv1624c,Chromosome,1825998,1826585
gene:Rv1625c,Chromosome,1826614,1827945
gene:Rv1626,Chromosome,1828180,1828797
gene:Rv1627c,Chromosome,1828865,1830073
gene:Rv1628c,Chromosome,1830070,1830561
gene:Rv1629,Chromosome,1830665,1833379
gene:Rv1630,Chromosome,1833542,1834987
gene:Rv1631,Chromosome,1835013,1836236
gene:Rv1632c,Chromosome,1836387,1836830
gene:Rv1633,Chromosome,1837075,1839171
gene:Rv1634,Chromosome,1839168,1840583
gene:Rv1635c,Chromosome,1840572,1842242
gene:Rv1636,Chromosome,1842451,1842891
gene:Rv1637c,Chromosome,1842898,1843692
gene:Rv1638,Chromosome,1843741,1846659
gene:Rv1638A,Chromosome,1846716,1846973
gene:Rv1639c,Chromosome,1846989,1848458
gene:Rv1640c,Chromosome,1848517,1852035
gene:Rv1641,Chromosome,1852273,1852878
gene:Rv1642,Chromosome,1852928,1853122
gene:Rv1643,Chromosome,1853184,1853573
gene:Rv1644,Chromosome,1853606,1854388
gene:Rv1645c,Chromosome,1854399,1855454
gene:Rv1646,Chromosome,1855764,1856696
gene:Rv1647,Chromosome,1856774,1857724
gene:Rv1648,Chromosome,1857731,1858537
gene:Rv1649,Chromosome,1858733,1859758
gene:Rv1650,Chromosome,1859758,1862253
gene:Rv1651c,Chromosome,1862347,1865382
gene:Rv1652,Chromosome,1865576,1866634
gene:Rv1653,Chromosome,1866631,1867845
gene:Rv1654,Chromosome,1867842,1868726
gene:Rv1655,Chromosome,1868723,1869925
gene:Rv1656,Chromosome,1869922,1870845
gene:Rv1657,Chromosome,1870842,1871354
gene:Rv1658,Chromosome,1871363,1872559
gene:Rv1659,Chromosome,1872639,1874051
gene:Rv1660,Chromosome,1874160,1875221
gene:Rv1661,Chromosome,1875304,1881684
gene:Rv1662,Chromosome,1881704,1886512
gene:Rv1663,Chromosome,1886512,1888020
gene:Rv1664,Chromosome,1888026,1891079
gene:Rv1665,Chromosome,1891226,1892287
gene:Rv1666c,Chromosome,1892270,1893562
gene:Rv1667c,Chromosome,1893577,1894230
gene:Rv1668c,Chromosome,1894224,1895342
gene:Rv1669,Chromosome,1895725,1896087
gene:Rv1670,Chromosome,1896120,1896467
gene:Rv1671,Chromosome,1896475,1896867
gene:Rv1672c,Chromosome,1896876,1898207
gene:Rv1673c,Chromosome,1898300,1899232
gene:Rv1674c,Chromosome,1899260,1899916
gene:Rv1675c,Chromosome,1900241,1900975
gene:Rv1676,Chromosome,1901047,1901751
gene:Rv1677,Chromosome,1901748,1902296
gene:Rv1678,Chromosome,1902397,1903299
gene:Rv1679,Chromosome,1903299,1904420
gene:Rv1680,Chromosome,1904429,1905253
gene:Rv1681,Chromosome,1905250,1906242
gene:Rv1682,Chromosome,1906403,1907320
gene:Rv1683,Chromosome,1907594,1910593
gene:Rv1684,Chromosome,1910586,1910810
gene:Rv1685c,Chromosome,1910776,1911399
gene:Rv1686c,Chromosome,1911401,1912081
gene:Rv1687c,Chromosome,1912153,1912920
gene:Rv1688,Chromosome,1912979,1913590
gene:Rv1689,Chromosome,1913602,1914876
gene:Rv1690,Chromosome,1915527,1915910
gene:Rv1691,Chromosome,1915949,1916701
gene:Rv1692,Chromosome,1916698,1917759
gene:Rv1693,Chromosome,1917756,1917932
gene:Rv1694,Chromosome,1917940,1918746
gene:Rv1695,Chromosome,1918746,1919669
gene:Rv1696,Chromosome,1919683,1921446
gene:Rv1697,Chromosome,1921542,1922723
gene:Rv1698,Chromosome,1922745,1923689
gene:Rv1699,Chromosome,1923829,1925589
gene:Rv1700,Chromosome,1925582,1926205
gene:Rv1701,Chromosome,1926202,1927137
gene:Rv1702c,Chromosome,1927211,1928575
gene:Rv1703c,Chromosome,1929131,1929721
gene:Rv1704c,Chromosome,1929786,1931456
gene:Rv1705c,Chromosome,1931497,1932654
gene:Rv1706c,Chromosome,1932694,1933878
gene:Rv1706A,Chromosome,1934482,1934649
gene:Rv1707,Chromosome,1934882,1936342
gene:Rv1708,Chromosome,1936360,1937316
gene:Rv1709,Chromosome,1937313,1938149
gene:Rv1710,Chromosome,1938146,1938841
gene:Rv1711,Chromosome,1938838,1939602
gene:Rv1712,Chromosome,1939599,1940291
gene:Rv1713,Chromosome,1940288,1941679
gene:Rv1714,Chromosome,1941853,1942665
gene:Rv1715,Chromosome,1942659,1943573
gene:Rv1716,Chromosome,1943576,1944406
gene:Rv1717,Chromosome,1944406,1944756
gene:Rv1718,Chromosome,1944809,1945627
gene:Rv1719,Chromosome,1945641,1946420
gene:Rv1720c,Chromosome,1947030,1947419
gene:Rv1721c,Chromosome,1947416,1947643
gene:Rv1722,Chromosome,1947861,1949345
gene:Rv1723,Chromosome,1949342,1950589
gene:Rv1724c,Chromosome,1950632,1951051
gene:Rv1725c,Chromosome,1951041,1951751
gene:Rv1726,Chromosome,1951852,1953237
gene:Rv1727,Chromosome,1953270,1953839
gene:Rv1728c,Chromosome,1953864,1954634
gene:Rv1729c,Chromosome,1954631,1955569
gene:Rv1730c,Chromosome,1955692,1957245
gene:Rv1731,Chromosome,1957677,1959233
gene:Rv1732c,Chromosome,1959243,1959791
gene:Rv1733c,Chromosome,1959855,1960487
gene:Rv1734c,Chromosome,1960774,1961016
gene:Rv1735c,Chromosome,1961291,1961788
gene:Rv1736c,Chromosome,1962228,1964186
gene:Rv1737c,Chromosome,1964183,1965370
gene:Rv1738,Chromosome,1965657,1965941
gene:Rv1739c,Chromosome,1965955,1967637
gene:Rv1740,Chromosome,1967705,1967917
gene:Rv1741,Chromosome,1967917,1968165
gene:Rv1742,Chromosome,1968173,1968910
gene:Rv1743,Chromosome,1969004,1970704
gene:Rv1744c,Chromosome,1970989,1971390
gene:Rv1745c,Chromosome,1971380,1971991
gene:Rv1746,Chromosome,1972138,1973568
gene:Rv1747,Chromosome,1973630,1976227
gene:Rv1748,Chromosome,1976600,1977331
gene:Rv1749c,Chromosome,1977328,1977885
gene:Rv1750c,Chromosome,1977969,1979567
gene:Rv1751,Chromosome,1979621,1981003
gene:Rv1752,Chromosome,1981130,1981579
gene:Rv1753c,Chromosome,1981614,1984775
gene:Rv1754c,Chromosome,1984979,1986670
gene:Rv1755c,Chromosome,1986854,1987696
gene:Rv1756c,Chromosome,1987745,1988731
gene:Rv1757c,Chromosome,1988680,1989006
gene:Rv1758,Chromosome,1989042,1989566
gene:Rv1759c,Chromosome,1989833,1992577
gene:Rv1760,Chromosome,1993153,1994661
gene:Rv1761c,Chromosome,1994671,1995054
gene:Rv1762c,Chromosome,1995054,1995842
gene:Rv1763,Chromosome,1996152,1996478
gene:Rv1764,Chromosome,1996427,1997413
gene:Rv1765c,Chromosome,1997418,1998515
gene:Rv1765A,Chromosome,1999142,1999357
gene:Rv1766,Chromosome,1999737,2000006
gene:Rv1767,Chromosome,2000074,2000433
gene:Rv1768,Chromosome,2000614,2002470
gene:Rv1769,Chromosome,2002626,2003870
gene:Rv1770,Chromosome,2003878,2005164
gene:Rv1771,Chromosome,2005161,2006447
gene:Rv1772,Chromosome,2006636,2006947
gene:Rv1773c,Chromosome,2007020,2007766
gene:Rv1774,Chromosome,2007832,2009172
gene:Rv1775,Chromosome,2009172,2009990
gene:Rv1776c,Chromosome,2009995,2010555
gene:Rv1777,Chromosome,2010656,2011960
gene:Rv1778c,Chromosome,2012081,2012530
gene:Rv1779c,Chromosome,2012686,2014479
gene:Rv1780,Chromosome,2014699,2015262
gene:Rv1781c,Chromosome,2015302,2017476
gene:Rv1782,Chromosome,2017740,2019260
gene:Rv1783,Chromosome,2019257,2023432
gene:Rv1785c,Chromosome,2023447,2024628
gene:Rv1786,Chromosome,2024828,2025031
gene:Rv1787,Chromosome,2025301,2026398
gene:Rv1788,Chromosome,2026477,2026776
gene:Rv1789,Chromosome,2026790,2027971
gene:Rv1790,Chromosome,2028425,2029477
gene:Rv1791,Chromosome,2029904,2030203
gene:Rv1793,Chromosome,2030694,2030978
gene:Rv1794,Chromosome,2031066,2031968
gene:Rv1795,Chromosome,2032240,2033751
gene:Rv1796,Chromosome,2033729,2035486
gene:Rv1797,Chromosome,2035483,2036703
gene:Rv1798,Chromosome,2036700,2038532
gene:Rv1799,Chromosome,2039159,2039350
gene:Rv1800,Chromosome,2039453,2041420
gene:Rv1801,Chromosome,2042001,2043272
gene:Rv1802,Chromosome,2043384,2044775
gene:Rv1803c,Chromosome,2044923,2046842
gene:Rv1804c,Chromosome,2047023,2047349
gene:Rv1805c,Chromosome,2047687,2048034
gene:Rv1806,Chromosome,2048072,2048371
gene:Rv1807,Chromosome,2048398,2049597
gene:Rv1808,Chromosome,2049921,2051150
gene:Rv1809,Chromosome,2051282,2052688
gene:Rv1810,Chromosome,2052933,2053289
gene:Rv1811,Chromosome,2053443,2054147
gene:Rv1812c,Chromosome,2054157,2055359
gene:Rv1813c,Chromosome,2055681,2056112
gene:Rv1814,Chromosome,2056521,2057423
gene:Rv1815,Chromosome,2057528,2058193
gene:Rv1816,Chromosome,2058256,2058960
gene:Rv1817,Chromosome,2059595,2061058
gene:Rv1818c,Chromosome,2061178,2062674
gene:Rv1819c,Chromosome,2062809,2064728
gene:Rv1820,Chromosome,2064799,2066442
gene:Rv1821,Chromosome,2066457,2068883
gene:Rv1822,Chromosome,2069080,2069709
gene:Rv1823,Chromosome,2069702,2070625
gene:Rv1824,Chromosome,2070654,2071019
gene:Rv1825,Chromosome,2071036,2071914
gene:Rv1826,Chromosome,2071952,2072356
gene:Rv1827,Chromosome,2072596,2073084
gene:Rv1828,Chromosome,2073081,2073824
