name,Country,Sport,Height
John Thompson,Denmark,Basketball,1.95
Melanie English,USA,Badminton,1.89
Victor Bradford,USA,Basketball,2.13
Darrell Mueller,South Korea,Badminton,2.06
Nicole Conner,South Korea,Badminton,1.98
Ryan Owens,USA,Archery,1.62
John Hall,NZ,Basketball,1.92
Melissa Nelson,USA,Badminton,1.88
Mr. Robert Herrera,South Korea,Archery,1.74
Ashley Sweeney,South Korea,Archery,1.6
Michelle Cannon,Denmark,Badminton,1.93
Nicholas Huffman,USA,Basketball,1.88
Kelly White,USA,Badminton,1.89
David Payne,USA,Badminton,2.01
Luis Hodges,South Korea,Badminton,2.09
Samuel Perry,NZ,Archery,1.92
Ashley Rodriguez,South Korea,Badminton,1.99
Adrian Alvarez,NZ,Badminton,1.89
Nicole Castillo,USA,Basketball,2.3
Nicholas Morris,USA,Badminton,1.9
Jason Stone,USA,Badminton,1.81
Michael Bruce,South Korea,Badminton,1.93
Stephen Fernandez,South Korea,Archery,1.8
Mrs. Jill Castillo,Denmark,Basketball,2.01
Michael Holland,USA,Archery,1.54
Steven Green,Denmark,Basketball,2.06
Michael Chavez Jr.,USA,Archery,1.59
Megan Lamb,South Korea,Badminton,1.82
Charles Garrett,USA,Archery,1.72
Holly Murray,USA,Archery,1.66
Natalie Sweeney,South Korea,Badminton,2.06
Kathryn Cummings,South Korea,Basketball,1.87
Austin Stevens,USA,Basketball,1.91
Derek Perkins,USA,Basketball,1.98
Sarah Mueller,USA,Badminton,1.83
Latasha Bush,USA,Archery,1.51
Anthony Tran,USA,Badminton,1.98
Andre Foster,Denmark,Basketball,2.09
Thomas Smith,USA,Basketball,1.91
Stacy Coleman,USA,Badminton,1.84
Robert Thomas,USA,Archery,1.61
Kenneth Baird,USA,Badminton,1.9
Justin Reyes,USA,Archery,1.61
Randy Rich,USA,Archery,1.52
Mark Gill,USA,Basketball,2.04
Shannon Mason,NZ,Badminton,1.99
Vickie Anderson,USA,Badminton,1.91
Tammy Carrillo,South Korea,Archery,1.74
John Garcia,USA,Basketball,2.01
Michael Smith,Denmark,Basketball,1.9
Tammy Schroeder,USA,Basketball,2.08
Evan Pierce,South Korea,Basketball,1.92
Brandon Solis,USA,Basketball,2.08
Heidi Stewart,USA,Basketball,2.17
Mr. Dylan Baker,USA,Archery,1.77
Blake Kemp,USA,Badminton,1.83
Christopher Leonard,USA,Archery,1.69
Samantha Shepherd,USA,Basketball,1.97
Cody Grant,South Korea,Badminton,2.08
Sarah Higgins,NZ,Archery,1.68
Laura Baxter,USA,Archery,2.03
John Richards,South Korea,Badminton,1.94
Henry Russell,NZ,Badminton,1.95
Chris Jackson,USA,Badminton,1.99
Adam Cole,USA,Basketball,1.89
Brenda Allen,Denmark,Badminton,1.92
Stephanie Obrien,Denmark,Archery,1.73
Julie Ingram,USA,Basketball,2.1
Ryan Morris,South Korea,Archery,1.67
Ronald Wilson,USA,Badminton,1.86
Daniel Hurley MD,USA,Basketball,1.89
Steven Fernandez,Denmark,Basketball,1.87
Elizabeth Walker,USA,Archery,1.94
Brian Lopez,USA,Archery,1.68
Christopher Watson,South Korea,Basketball,1.78
James Hill,USA,Archery,1.66
Hannah Bruce,South Korea,Basketball,1.69
Lauren Taylor,South Korea,Badminton,1.84
Gabriel Smith,USA,Archery,1.74
James Carroll,USA,Archery,1.67
Meghan Becker,South Korea,Basketball,2.23
Vanessa Gomez,NZ,Basketball,1.96
Stephen Glass,USA,Badminton,1.72
Lisa Bruce,South Korea,Archery,1.86
Meghan Smith,NZ,Basketball,1.88
Holly Vasquez,South Korea,Archery,1.74
Megan Douglas,USA,Basketball,2.07
Mr. Wesley Martin II,USA,Archery,1.72
Mrs. Michelle Sosa,South Korea,Badminton,1.96
Kenneth Scott,USA,Badminton,1.97
Amanda Koch,USA,Archery,1.55
Johnny English,USA,Basketball,2.07
Shannon Brown,South Korea,Badminton,1.8
Jennifer Delgado,South Korea,Basketball,2.06
Sheila Phillips,Denmark,Badminton,1.94
Mark Henry,USA,Badminton,1.73
Paul Marks,USA,Badminton,1.88
Stephanie Armstrong,Denmark,Archery,1.94
Denise Jennings,USA,Badminton,2.01
Johnny Stout,USA,Badminton,1.9
Michele Bond,USA,Badminton,1.77
Michele Petty,USA,Archery,1.67
Emily Hall,South Korea,Basketball,2.02
Tara Jones,Denmark,Basketball,2.15
John Banks,USA,Archery,1.68
Lisa Murray,South Korea,Archery,1.59
Alisha Adams,USA,Badminton,2.03
Shawn Cox,USA,Basketball,1.97
Julie Osborne,USA,Archery,1.63
Thomas White,USA,Badminton,1.92
Garrett Johnson,USA,Archery,1.5
Derek Hayes II,USA,Archery,1.64
Ms. Madeline Brown,Denmark,Archery,1.68
Susan Ramirez,South Korea,Badminton,1.94
Danny Hunter,Denmark,Archery,1.68
Gabrielle Yoder,Denmark,Basketball,2.24
Kelly Flynn,USA,Badminton,2.11
Megan Jimenez,USA,Badminton,1.77
Caleb Peterson,South Korea,Basketball,2.14
Michelle Byrd,USA,Badminton,1.83
Monica Ruiz,South Korea,Archery,1.72
Michael Hayden,USA,Basketball,1.94
David Neal,USA,Archery,1.86
Billy Gonzalez,Denmark,Basketball,2.05
Brianna Cook,NZ,Basketball,2.09
Adam Alvarado,USA,Archery,1.83
Shannon Russell,USA,Archery,1.56
Andrew Smith,South Korea,Basketball,1.77
Troy Pena,USA,Archery,1.78
Rebecca Henderson,USA,Basketball,1.82
William Blair,Denmark,Badminton,1.98
Anthony Wilson IV,South Korea,Archery,1.58
Jacqueline Knight,South Korea,Archery,1.75
Crystal Calhoun,NZ,Basketball,1.9
Michelle Fitzpatrick,USA,Basketball,1.94
Robert Dawson,USA,Basketball,1.83
Mark Barnett,USA,Archery,1.74
Patrick Stevens MD,USA,Badminton,1.86
Curtis Santiago PhD,USA,Basketball,1.74
Sean Ramirez,South Korea,Archery,1.8
Duane Merritt,Denmark,Badminton,1.84
Raymond Reyes,USA,Archery,1.79
Christine Harmon,USA,Archery,1.72
Luis Baker,NZ,Basketball,2.08
Andrea Manning,USA,Archery,1.84
Vickie Diaz,USA,Badminton,1.89
Anthony Foster,USA,Badminton,1.76
Kelly Castaneda,NZ,Archery,1.86
John Cunningham,USA,Basketball,2.02
Rebecca Cole,Denmark,Basketball,1.99
Bryan Harvey,USA,Basketball,2.1
Travis Castro,South Korea,Archery,1.52
Zachary Taylor,Denmark,Badminton,1.72
Abigail Acosta,Denmark,Archery,1.77
Rebecca White,USA,Archery,1.73
Evelyn Graham,NZ,Basketball,2.02
Amanda Morales,USA,Basketball,2.0
Yesenia White,USA,Archery,1.81
Ricky Bond,USA,Archery,1.85
Christopher Taylor,USA,Badminton,2.09
Nathaniel Baldwin,South Korea,Basketball,2.29
David Carter,South Korea,Basketball,1.92
Bradley Carter,USA,Basketball,1.92
Kathryn Shelton,South Korea,Archery,1.8
Robert Hernandez,USA,Archery,1.5
James Clark,South Korea,Basketball,1.87
Kevin Stewart,USA,Badminton,1.75
Anthony Gregory,Denmark,Archery,1.5
Michael Leon,USA,Badminton,1.65
Victoria Chandler,USA,Archery,1.5
Wayne Olson,USA,Badminton,1.92
Jose Thompson,USA,Basketball,2.02
Jennifer Thompson,South Korea,Archery,1.62
Mr. Keith Miles,NZ,Archery,1.73
Ryan Wilson,South Korea,Archery,1.8
Sara Cowan,USA,Archery,1.64
Meghan Short,USA,Badminton,2.09
Michael Cruz,South Korea,Basketball,2.3
Joseph Smith,USA,Badminton,2.12
Gina Adams,USA,Basketball,2.17
Christopher West,South Korea,Badminton,2.08
Karen Lane,NZ,Basketball,2.04
David Davis DDS,South Korea,Badminton,1.92
Jonathan Moyer,USA,Archery,1.68
Alexis Rodriguez,NZ,Badminton,2.16
Mitchell Smith,USA,Archery,1.62
Angelica Randall,Denmark,Badminton,2.06
Courtney Arias,USA,Basketball,2.08
Jeffrey Odonnell,USA,Badminton,1.84
Anthony Murray,NZ,Archery,1.5
Diana Garcia,NZ,Basketball,1.95
Kristen Campbell,USA,Badminton,2.03
Kurt Johnson,Denmark,Basketball,2.28
Thomas Wright,Denmark,Archery,1.61
Elizabeth Cervantes,NZ,Badminton,1.85
Linda Kerr,South Korea,Basketball,1.95
Michael Higgins,USA,Archery,1.66
Jennifer Smith,Denmark,Archery,1.5
James Jackson,USA,Basketball,2.3
Patrick Brooks,USA,Badminton,1.96
Jonathan Higgins,NZ,Archery,1.57
Jamie Young,USA,Basketball,2.06
Adam Williams,USA,Badminton,1.75
Tiffany Hill,USA,Basketball,2.11
Pamela Davenport,USA,Archery,1.6
Shelia Martinez,USA,Badminton,1.89
Karla Jackson,USA,Archery,1.57
Donald Carpenter,USA,Basketball,2.3
Erica Barrett,USA,Archery,1.64
Keith Stephens,USA,Archery,1.84
Kevin Wyatt,USA,Badminton,1.71
Stephen Simmons,USA,Badminton,1.83
Katie Shaw,South Korea,Badminton,2.01
Angel Hanna,USA,Archery,1.67
Jessica Warren,NZ,Badminton,1.81
Amanda Terry,USA,Badminton,2.04
Molly Mcguire MD,South Korea,Archery,1.74
Thomas Mercado,USA,Archery,1.89
Mark Moyer,South Korea,Basketball,1.77
Jane Park,South Korea,Archery,1.65
Kyle Johnson,NZ,Badminton,1.94
Ariana Sampson,South Korea,Archery,1.57
Megan Deleon,NZ,Archery,1.68
Gina White,USA,Badminton,1.81
Jennifer Garcia,USA,Basketball,2.09
Dustin Krueger,USA,Archery,1.84
Shannon Neal,South Korea,Basketball,1.91
Angela Johnson,South Korea,Badminton,1.66
Valerie Gilbert,USA,Badminton,1.71
Mary Skinner,USA,Badminton,2.07
Joseph Jones,South Korea,Archery,1.76
Hailey Gilbert,NZ,Archery,1.82
Anita Hopkins,South Korea,Basketball,2.11
Tiffany Dominguez,USA,Basketball,2.01
Joan Garcia,Denmark,Badminton,1.89
Billy Morris,Denmark,Archery,1.81
Peter Lee,USA,Badminton,2.05
Jackie Case,South Korea,Badminton,1.99
Carol Snyder,USA,Basketball,1.9
Courtney Santiago,USA,Basketball,2.13
Luis Salazar,USA,Basketball,2.04
Kristin Johnson,USA,Badminton,1.97
Dana Mclaughlin,South Korea,Basketball,1.83
Megan Thomas,NZ,Archery,1.71
James Hoffman,USA,Badminton,2.05
Carrie Barber,NZ,Archery,1.83
Stephanie Weeks,Denmark,Basketball,2.01
Evan Williams,NZ,Badminton,2.05
Jonathan Wells,Denmark,Basketball,2.07
Robert Bell,USA,Badminton,1.9
Wendy Wilkins DDS,South Korea,Badminton,1.82
Michael Jackson,USA,Badminton,1.97
Zachary Roach,USA,Badminton,1.85
Lauren Green,USA,Basketball,2.11
Jeff Keller,USA,Badminton,2.13
Terry Tucker,South Korea,Basketball,1.97
Ashley Huff,USA,Badminton,1.91
Sharon King,South Korea,Badminton,2.07
Deborah Leach,USA,Archery,1.8
Christy Burnett,USA,Badminton,1.82
Curtis Gray,NZ,Basketball,1.9
Tracy Peterson,South Korea,Basketball,2.08
Mark Taylor,South Korea,Badminton,1.92
Christopher Irwin,USA,Badminton,2.07
Brandon Henry,USA,Basketball,1.92
Christopher Kelley,South Korea,Archery,1.78
Nicole Pope,South Korea,Archery,1.82
Amanda Harris,USA,Badminton,1.85
Victoria Sanchez,South Korea,Basketball,1.97
Shannon Cordova,USA,Basketball,1.92
Allen Wilson,USA,Basketball,2.08
Dennis Luna,USA,Basketball,1.9
Melissa Olsen,South Korea,Archery,1.76
Melanie Goodman,USA,Badminton,1.81
Kathy Snyder,USA,Badminton,1.85
Dana Alvarez,NZ,Basketball,1.95
Jeremy Davis,USA,Badminton,2.04
Garrett Ross,Denmark,Archery,1.77
Katie Hickman,South Korea,Basketball,2.13
Derek Gregory,USA,Badminton,1.88
Lauren Ayala,USA,Basketball,1.82
Michelle Soto,USA,Basketball,2.04
Rebecca Clarke,USA,Basketball,1.79
Christopher Barnes,South Korea,Basketball,2.07
Melissa Gonzalez,South Korea,Basketball,1.82
Luis Orr,South Korea,Basketball,1.98
Amanda Stephenson,South Korea,Badminton,2.1
Danielle Green,South Korea,Badminton,1.97
Matthew Welch,South Korea,Archery,1.73
Melissa Simmons,NZ,Basketball,2.19
Nathan Whitney,USA,Archery,1.52
Timothy Reese,USA,Badminton,1.9
Tiffany Jennings,USA,Archery,1.8
Wesley Miller,USA,Basketball,1.83
Joshua Johnson,Denmark,Badminton,1.97
Miss Vicki Dixon,South Korea,Archery,1.51
Cody Jones,USA,Archery,1.62
Brent Bernard,NZ,Badminton,1.82
Briana Jackson MD,USA,Badminton,1.98
Paula Blevins,USA,Archery,1.77
Joseph Robertson,Denmark,Archery,1.62
Michael Winters,Denmark,Basketball,1.92
Ronald Hayes,USA,Badminton,1.8
Miranda Tate,USA,Badminton,1.63
Joshua Middleton,NZ,Basketball,2.17
Alison Smith,USA,Badminton,1.99
Brian Hernandez,NZ,Badminton,1.92
Jennifer Prince,USA,Badminton,1.91
Kimberly Berry,USA,Basketball,2.1
Stephanie Cannon,South Korea,Basketball,2.18
John Dorsey,USA,Badminton,1.93
Juan Pruitt,USA,Badminton,2.09
Lawrence Collins,Denmark,Basketball,1.99
Marilyn Boyer,USA,Archery,1.5
Rebecca Conley,South Korea,Basketball,1.84
Amber Lang,USA,Archery,1.78
Dana Wolf,USA,Archery,1.92
Brandon Le,USA,Archery,1.85
Nancy Townsend,USA,Badminton,1.99
Christy Wolfe,USA,Badminton,1.95
Melinda Rich,USA,Badminton,2.06
Vicki Allen,USA,Archery,1.63
Brianna Larson,Denmark,Basketball,1.82
Douglas Jones,South Korea,Basketball,1.91
Jeffrey Miller,Denmark,Basketball,2.17
Steven Hawkins,USA,Badminton,1.89
John Castro,Denmark,Basketball,2.17
Lauren Carter,South Korea,Basketball,2.04
April Johnson,South Korea,Badminton,1.82
Lisa Montgomery,South Korea,Badminton,1.85
Daniel Parker,South Korea,Basketball,2.15
Michael Smith,South Korea,Archery,1.6
Christopher Wise DDS,USA,Archery,1.74
Alyssa Rivera,USA,Archery,1.54
Tammy Garrett,USA,Archery,1.78
Susan Curtis,USA,Archery,1.72
Shawn Chen,USA,Basketball,1.97
Jessica Kemp MD,South Korea,Basketball,2.15
James Crawford,South Korea,Badminton,2.11
Samantha Cherry,USA,Basketball,2.08
Pamela Pitts,USA,Archery,1.61
Tonya Miller,USA,Badminton,1.86
Sue Mills,NZ,Badminton,2.03
Emma Fox,USA,Archery,1.62
Jeremy Cox,USA,Archery,1.69
Carl Owen,South Korea,Archery,1.6
Sharon Barnes,USA,Basketball,2.16
Jonathan Newton,USA,Archery,1.61
Carly Mckinney,USA,Basketball,2.13
Stacey Mccall,USA,Badminton,1.97
Seth Harris,USA,Badminton,1.97
Margaret Green MD,South Korea,Archery,1.75
Jonathan Castillo,Denmark,Badminton,1.73
Denise Mcdaniel,USA,Basketball,1.98
Anna Richardson,Denmark,Badminton,2.09
Amy Nelson,Denmark,Badminton,1.89
Rebecca Murphy,USA,Basketball,2.21
Holly Gordon,USA,Basketball,2.06
Darrell Woodard,South Korea,Basketball,2.11
Christina Holmes,USA,Badminton,1.86
Amy Miller,Denmark,Badminton,1.97
Michael Garcia,NZ,Archery,1.74
Lucas Klein,USA,Archery,1.61
Nicole Parker,South Korea,Archery,1.77
Sarah Jones,USA,Basketball,1.97
Gabriel Hinton,USA,Archery,1.53
Michael Perry,USA,Basketball,1.97
John Ball,USA,Basketball,1.88
Tammy Carpenter,South Korea,Badminton,1.85
Sara Anderson,USA,Badminton,1.76
Megan Nixon,Denmark,Archery,1.82
Jennifer Wilson MD,USA,Badminton,2.02
Theresa Sims,NZ,Basketball,2.06
Karen Scott,South Korea,Basketball,2.06
Adrian Castillo,USA,Badminton,1.95
Daniel Ward,USA,Badminton,1.9
Joanne Prince,South Korea,Badminton,1.86
Christine Farmer,USA,Basketball,1.99
Logan Farrell,South Korea,Badminton,1.82
Emily Bird,NZ,Basketball,2.19
Ryan Smith,NZ,Archery,1.59
April Young,Denmark,Basketball,2.21
Eric Bell,USA,Basketball,2.18
Karen Turner,USA,Basketball,2.04
Joshua Vasquez,USA,Badminton,2.04
Luis Mcguire,South Korea,Badminton,2.08
Brianna Pollard,USA,Basketball,2.13
Kyle Williams,USA,Basketball,2.06
Mr. Justin Williams,South Korea,Archery,1.71
Dr. Taylor Reyes MD,USA,Basketball,2.3
Candice Murphy,South Korea,Basketball,1.91
Stephanie Davis,USA,Badminton,1.9
Julie Cannon,Denmark,Badminton,1.92
Andrew Martin,NZ,Badminton,1.94
Brendan Haynes,Denmark,Badminton,1.76
Jessica Davis,USA,Basketball,2.04
Mary Smith,USA,Archery,1.7
Vincent Mcguire,USA,Badminton,1.82
Christopher Rojas,USA,Archery,1.84
Jessica Cooper,USA,Basketball,1.86
Kevin Barrera,USA,Badminton,1.77
Roger Sanchez,USA,Archery,1.69
Lisa Johnson,USA,Basketball,1.97
Dr. Rebecca Wright,South Korea,Archery,1.83
Kathryn Smith,South Korea,Archery,1.7
Samuel Johnson,NZ,Basketball,2.01
Amanda Hicks,South Korea,Basketball,1.99
Roger Gonzales,USA,Basketball,2.01
Peter Lowe,NZ,Archery,1.53
Susan Wilcox,South Korea,Archery,1.71
Sarah Bowman,South Korea,Basketball,1.71
Michelle Burke,South Korea,Basketball,1.97
Kenneth Brock,South Korea,Basketball,2.09
Gregory Smith,USA,Badminton,1.86
Gary Hughes,NZ,Basketball,1.95
Kimberly Harris,USA,Badminton,1.85
Lawrence Walters,USA,Badminton,1.75
Brad Villanueva,South Korea,Basketball,2.01
Hector Russo,USA,Archery,1.88
Matthew Flores,USA,Archery,1.52
Lauren Martin,South Korea,Archery,1.6
Crystal Reilly,Denmark,Archery,1.64
Tiffany Torres,South Korea,Badminton,1.81
Heidi Murphy,South Korea,Badminton,2.03
Melissa Bautista,USA,Badminton,2.01
Paul Liu,South Korea,Basketball,1.9
Ashley Johnson,USA,Badminton,1.96
Austin Love,USA,Archery,1.68
Brenda Hopkins,USA,Basketball,1.78
Troy Miller,USA,Archery,1.61
Albert Davis,USA,Basketball,1.9
Jason Young,USA,Badminton,1.75
Pamela Bishop,USA,Basketball,1.88
Amy Swanson,Denmark,Archery,1.59
David Holmes,Denmark,Archery,1.77
Stephanie Richardson,Denmark,Basketball,1.8
Joseph Parker,USA,Archery,1.68
Jodi Cole,South Korea,Badminton,1.86
Andrew Reynolds,NZ,Badminton,1.95
Victor Jimenez,NZ,Badminton,1.65
Michelle Bradford,Denmark,Badminton,2.08
Sarah Coleman,USA,Archery,1.62
Mr. Aaron Brown,USA,Archery,1.65
Kimberly Hudson,Denmark,Badminton,2.03
Michael Graves,USA,Badminton,1.92
Carrie Underwood,Denmark,Badminton,1.77
Cheryl Willis,South Korea,Badminton,1.78
Susan Reese,South Korea,Archery,1.75
Margaret Foster,NZ,Basketball,1.86
Melissa Davis,South Korea,Basketball,1.69
Christopher Smith,Denmark,Archery,1.5
Dr. Tonya Clark PhD,USA,Badminton,1.86
Nicole Barrett,USA,Archery,1.66
Paul Ward,USA,Badminton,1.94
Kayla Hutchinson,USA,Basketball,2.04
Rachel Bradley,South Korea,Basketball,1.76
Brooke Dominguez,NZ,Basketball,1.97
Clifford Edwards,South Korea,Badminton,1.85
Amanda Montes,USA,Basketball,2.01
Paula Goodman,USA,Archery,1.77
Rebecca Robles,USA,Archery,1.72
Katherine Cooper,USA,Archery,1.62
Lee Jones,South Korea,Basketball,2.18
Theodore Mendez,USA,Basketball,2.3
Kaitlyn Rodriguez,NZ,Basketball,2.11
Dr. John Jones,USA,Archery,1.77
Charles Vazquez,USA,Archery,1.63
Michael Sanchez,USA,Basketball,1.89
Luis Stephens,USA,Basketball,1.88
Mike Price,USA,Archery,1.61
Amber Garcia,USA,Basketball,2.3
Larry Gray,South Korea,Badminton,2.13
Steven Miller,USA,Archery,1.76
Jamie Rivera,NZ,Basketball,2.04
Taylor Buck,USA,Badminton,1.65
Victoria Mitchell,NZ,Archery,1.79
John Gonzalez,USA,Basketball,1.82
Cynthia Cook,USA,Basketball,2.04
Zoe Mitchell,NZ,Basketball,2.07
Michelle Daniels,USA,Badminton,1.72
Brianna Frey,Denmark,Basketball,2.14
Marc Jones,NZ,Basketball,1.98
Julia Barker,USA,Archery,1.8
Jasmine Wolfe,Denmark,Archery,1.74
Sandy Taylor,NZ,Badminton,1.94
Jessica Barnes,USA,Archery,1.87
Kathleen Ellis,USA,Badminton,2.11
Robin Lozano,USA,Basketball,2.3
Stephanie Norman,South Korea,Badminton,1.84
Nicolas Carrillo,NZ,Basketball,2.04
Eric Campos,USA,Basketball,1.72
Kristi Webb,USA,Basketball,1.99
Jennifer Turner,USA,Basketball,2.15
Mike Moody,USA,Badminton,1.81
Teresa Harper,USA,Archery,1.72
Christopher Thomas,USA,Badminton,1.8
Kenneth Fleming,USA,Badminton,1.89
April Knox,USA,Badminton,1.99
Philip Fuentes,South Korea,Archery,1.82
Gary Shelton,USA,Archery,1.74
Clayton Stephens,USA,Archery,1.78
Bryan Anthony,Denmark,Badminton,1.98
Craig Nolan,South Korea,Badminton,1.9
Keith Myers,USA,Archery,1.79
James Wade,USA,Badminton,1.68
Mary Lee,USA,Archery,1.62
Heather Jones,USA,Badminton,1.98
Jacob Lang,South Korea,Basketball,2.01
Jason Randolph,USA,Basketball,2.28
Susan Baldwin,Denmark,Badminton,2.18
Amanda Berger,South Korea,Badminton,2.1
Shawn Snyder,NZ,Archery,1.63
Cynthia Valencia,USA,Archery,1.52
Denise Lopez,South Korea,Archery,1.64
Amber Sparks,Denmark,Archery,1.5
Sarah Williams,USA,Basketball,2.13
Mary Mckay,NZ,Badminton,1.83
David Garrison,USA,Badminton,2.02
Shannon Walsh,South Korea,Archery,1.84
Tammy Mccoy,USA,Badminton,1.96
Troy Oliver,USA,Archery,1.8
Barbara Graham,USA,Archery,1.59
Jennifer Brewer,South Korea,Archery,1.8
Kenneth Fox,USA,Badminton,1.68
Heather Osborne,USA,Basketball,2.14
Pamela Hartman,Denmark,Basketball,2.11
Jasmine Wright,South Korea,Basketball,1.97
Christine Walsh,South Korea,Archery,1.8
Christine Yu,South Korea,Archery,1.8
Martin Duke,South Korea,Badminton,1.68
Mrs. Alyssa Carroll,USA,Basketball,2.02
Ronald Snyder,NZ,Badminton,1.88
Alexander Guzman,USA,Basketball,2.13
Shannon Kelley,USA,Basketball,2.04
Emily Mann,USA,Basketball,1.86
Carlos Robinson,USA,Badminton,1.97
Vanessa Walker,NZ,Badminton,1.75
Latoya Chavez,NZ,Badminton,2.03
Mrs. Doris Martinez MD,NZ,Basketball,1.9
Teresa Moreno,USA,Archery,1.74
Max Thompson,USA,Archery,1.79
Jordan Gray,NZ,Basketball,1.8
Jorge Little,USA,Badminton,1.84
James Higgins,USA,Archery,1.68
Kevin Hartman,NZ,Archery,1.76
Dylan Lewis,USA,Archery,1.52
Alicia Hopkins,NZ,Basketball,1.98
Janet Johnson,Denmark,Badminton,1.81
Gregory Santos,South Korea,Basketball,2.05
Jacob Mejia,South Korea,Basketball,2.18
Stacey Wood,USA,Archery,1.77
Michelle Byrd,South Korea,Archery,1.8
Matthew Davidson,South Korea,Badminton,1.89
Mary Reyes,USA,Archery,1.58
Kimberly Pineda,NZ,Archery,1.77
Shaun Juarez,USA,Archery,1.63
Trevor Brooks,USA,Archery,1.78
Anthony Bailey,Denmark,Badminton,1.9
Alan Krueger,USA,Archery,1.57
Amy Gomez,USA,Archery,1.8
Scott Hanson,USA,Basketball,2.22
Kimberly King MD,NZ,Archery,1.78
Jasmine Ryan,South Korea,Basketball,2.13
Amanda Ortega,USA,Archery,1.73
Michael Anderson,NZ,Badminton,1.78
Lori Brown,USA,Basketball,2.04
Jasmine Tyler,USA,Basketball,1.97
Dr. Benjamin Mccarthy III,South Korea,Badminton,1.87
Paul Cain,USA,Basketball,1.8
Nichole Carpenter,Denmark,Badminton,2.07
Jason Reynolds,USA,Basketball,2.18
Andrea Crosby,South Korea,Archery,1.72
Christine Campbell,USA,Basketball,1.95
John Jarvis,South Korea,Archery,1.57
Joshua Dominguez,NZ,Archery,1.55
Michael Lang,USA,Archery,1.58
Jermaine Turner,USA,Basketball,2.14
Mrs. Megan Salinas,Denmark,Archery,1.71
Sierra Young MD,South Korea,Badminton,1.86
Katie Richardson,NZ,Badminton,1.87
Lauren Johnston,USA,Badminton,1.78
Stephen Nielsen,South Korea,Badminton,1.97
Samantha Hunt,South Korea,Badminton,1.82
Donna Roman,USA,Badminton,1.89
Pamela Adams,USA,Badminton,2.07
Alisha West,South Korea,Basketball,1.94
Kenneth Carter,USA,Basketball,2.06
Jeffrey Jones,NZ,Badminton,1.99
Amanda Taylor,NZ,Archery,1.8
Barbara Johnson,USA,Basketball,2.18
Cheryl Morrison,Denmark,Archery,1.73
Dr. Matthew Vargas Jr.,NZ,Badminton,1.95
Tanner Barker,South Korea,Badminton,1.58
Christopher Trujillo,USA,Basketball,2.06
Gina Hatfield,USA,Basketball,2.18
Ashley White,USA,Basketball,2.26
Maria Lewis,South Korea,Archery,1.67
Joseph Lewis,USA,Basketball,1.81
Kimberly Hull,South Korea,Badminton,1.7
Daniel Franklin,USA,Badminton,1.9
George Jackson,NZ,Archery,1.71
Brooke Martinez,Denmark,Badminton,1.9
Anthony Allen,USA,Archery,1.79
Madison Gardner,South Korea,Archery,1.75
Shannon Werner,USA,Basketball,2.06
Arthur Harrington,USA,Archery,1.72
Elizabeth Jones,USA,Archery,1.66
Rebecca Flores,NZ,Archery,1.61
David Lawson,Denmark,Basketball,1.95
James Stephens,South Korea,Badminton,1.8
Krista Gregory,USA,Basketball,2.16
Steve Hunt,USA,Basketball,1.69
Carolyn Gross,South Korea,Basketball,2.1
George Petersen,South Korea,Badminton,1.96
Andrew Silva,Denmark,Badminton,1.9
Robin Jones,USA,Archery,1.82
John Lee,USA,Basketball,2.22
Christina Oconnor,USA,Basketball,1.84
Melissa Murray,USA,Basketball,1.97
Lance Wong,Denmark,Badminton,1.86
Michelle Martin,USA,Archery,1.76
Amy Soto,USA,Archery,1.65
Luis Floyd,South Korea,Badminton,1.69
Angela Griffin,South Korea,Basketball,1.97
Michael Phillips,South Korea,Badminton,1.93
Brandon West,Denmark,Badminton,1.88
Jillian Hale,Denmark,Badminton,1.9
Maria Rios,USA,Archery,1.79
Justin Adams,USA,Badminton,2.09
Tyler Davila,USA,Archery,1.52
Donna White,South Korea,Badminton,1.99
Peter Walters,USA,Basketball,1.95
Christian Hubbard DDS,USA,Archery,1.81
Jessica Novak,USA,Badminton,1.72
Wayne Miller,South Korea,Archery,1.65
Daniel Gregory,USA,Basketball,2.07
Jodi Bailey,USA,Basketball,1.9
Karen Fitzgerald,USA,Basketball,1.99
Brandon Miller,USA,Archery,1.56
Theresa James,USA,Archery,1.69
Courtney Gonzales,Denmark,Basketball,1.82
Eugene Blackwell,Denmark,Basketball,2.07
Malik Cole,USA,Basketball,2.13
Brian Zhang,USA,Basketball,2.06
James Lewis,South Korea,Badminton,1.93
Jeremy Gordon,USA,Badminton,1.76
Heidi Sloan,USA,Badminton,1.86
Robin Mcbride,Denmark,Archery,1.67
Nicholas Good,USA,Badminton,1.91
Tara Mathews,Denmark,Archery,1.72
Keith Williams,USA,Badminton,1.89
Sheila Castillo,USA,Badminton,2.05
Jennifer Allen,USA,Badminton,1.67
Sandra Torres,USA,Badminton,2.06
Tiffany Giles,South Korea,Archery,1.5
Debra Contreras,USA,Basketball,2.02
Jerry White,USA,Badminton,1.76
Donna Gibson,USA,Badminton,1.91
Sharon Moore,USA,Basketball,2.22
Shane Campbell,USA,Archery,1.98
Brandon Graham,South Korea,Basketball,2.14
Amanda Torres,USA,Badminton,1.81
Tony Martinez,South Korea,Badminton,1.83
Sharon Price,USA,Badminton,1.76
Robert Reyes,Denmark,Badminton,1.6
